Id,Score
1,3.74928183792
2,3.58363947258
3,4.22501097719
4,3.51403783053
5,2.33381298526
6,3.90363650659
7,4.70390571753
8,4.56512439765
9,4.05694767867
10,3.75348494098
11,3.47155183388
12,4.40415358767
13,4.37478499429
14,2.91207406584
15,3.16033311504
16,2.84929524386
17,4.06922509331
18,3.98887968107
19,3.1366620164
20,1.62142373032
21,2.29044017798
22,2.11807630638
23,2.37734348599
24,2.3259983089
25,2.75256019024
26,2.40754636916
27,3.31567457516
28,2.81425286559
29,3.04581474421
30,2.69838512472
31,4.15078194907
32,3.34126707542
33,3.35305572947
34,3.48429338817
35,3.1584017259
36,4.50458369328
37,3.81024820746
38,3.10724504668
39,4.41258160025
40,4.16399963577
41,3.64489736147
42,2.97394521545
43,2.91152816471
44,3.51680492795
45,1.46447712126
46,2.12708865259
47,3.17229144048
48,1.07508749739
49,1.09127142527
50,1.54393838551
51,4.0107613281
52,4.26893789737
53,3.38884843145
54,3.8500778542
55,4.09116177561
56,3.17503251471
57,2.76748140586
58,3.96982732826
59,3.81550784143
60,4.00040648695
61,3.96357097393
62,4.00553704673
63,3.95476254073
64,4.46936598079
65,3.50354554618
66,4.7822946813
67,4.31398397862
68,4.4660670342
69,4.68154363465
70,4.61989542694
71,4.57045700179
72,4.83499130116
73,4.61390893605
74,4.57289205514
75,4.35050553355
76,2.88946535123
77,2.7482325005
78,3.74895944279
79,1.53287909656
80,3.81771200645
81,3.43979336455
82,3.67721350985
83,4.13233738318
84,4.00418033674
85,4.46792441505
86,4.36323141822
87,4.15779708553
88,4.19215331549
89,4.47686224413
90,3.92986850161
91,4.16191518241
92,3.58067251204
93,4.65581087106
94,3.98926828134
95,4.43466521699
96,3.86579653448
97,4.08000474934
98,4.44665604008
99,4.28141905922
100,4.3260113484
101,2.8314550546
102,2.70413882356
103,3.49793836601
104,2.96590190259
105,3.25826601476
106,3.38311682379
107,3.27547786339
108,2.67472955288
109,3.72118174044
110,3.56856472825
111,4.32049460917
112,4.52032944937
113,4.39128216515
114,4.28889894825
115,4.49717130476
116,4.48854402999
117,4.41504941451
118,4.59489978973
119,4.20831863119
120,4.62412731874
121,3.72120184846
122,4.30003515151
123,3.80471439487
124,3.85736709503
125,4.02347838145
126,3.52686578984
127,3.32001970895
128,2.57169996463
129,4.04934079578
130,3.88504010624
131,3.90844711052
132,4.29167352494
133,3.29147206372
134,4.39654667801
135,3.89551507695
136,4.08532377767
137,4.47198106773
138,4.85423428317
139,4.37087410678
140,4.58554231183
141,3.351038126
142,3.36843986571
143,2.84472733143
144,2.61801017638
145,2.67789608716
146,2.55408077734
147,2.08868019291
148,2.97788982963
149,3.43062339789
150,2.95091789536
151,4.49780050137
152,4.4205180924
153,5.0
154,4.74486391008
155,4.91281945841
156,4.90213268473
157,4.59758636918
158,4.43333175537
159,4.55100924304
160,3.42142887445
161,3.5583540532
162,3.48117164357
163,3.41988952255
164,2.96412338047
165,2.68473657497
166,3.6006798635
167,3.37908488471
168,2.20147548912
169,3.24124956153
170,3.0204841303
171,3.50511148591
172,4.38094858821
173,4.24472398353
174,3.7420197891
175,3.60544500981
176,4.59467074702
177,3.76999604177
178,4.22596961532
179,3.44951380666
180,3.16440766268
181,3.32745667468
182,3.63484458846
183,3.1791152135
184,3.52091687502
185,3.13398308435
186,3.70508094179
187,3.47096640726
188,3.61110746989
189,3.52169170299
190,3.2964300902
191,2.73486172588
192,3.27602764566
193,3.19236921297
194,2.96953314376
195,3.02640019121
196,3.31773946966
197,3.26105211347
198,2.57475999843
199,3.14706570416
200,3.03773502633
201,1.55628858038
202,3.849541947
203,3.23499145225
204,3.29135860999
205,3.36790869968
206,1.57378988089
207,1.59071439334
208,3.75711553361
209,3.49290013072
210,2.4131816239
211,4.27207073617
212,2.91916742798
213,4.08206577642
214,3.35141603051
215,4.11903872053
216,2.64739980816
217,1.54181138381
218,3.73780100363
219,4.29414556904
220,2.46382874474
221,4.13829468962
222,4.07234029073
223,3.7848190221
224,3.71061875031
225,2.70158415303
226,3.62551888679
227,2.99600746612
228,3.3934338221
229,4.24882531084
230,3.01708066382
231,5.0
232,4.3439337542
233,4.29327403831
234,4.66536008648
235,3.96821498199
236,3.9324827446
237,4.75689891006
238,3.62259304948
239,3.93859505947
240,4.01515551198
241,3.79409639194
242,4.30811841733
243,4.13114643024
244,4.00714487641
245,3.97029720667
246,4.10051643183
247,4.25755376831
248,4.16413527862
249,3.30208496056
250,3.76160471768
251,3.29509337427
252,3.07504345558
253,2.95797243748
254,2.3939167463
255,3.45381702277
256,2.51892104477
257,2.80005173896
258,1.88978293096
259,2.44072381208
260,2.78134242832
261,2.85082067833
262,3.6821522187
263,2.77870613417
264,3.57150736197
265,2.13362483587
266,3.70800672001
267,3.12336151816
268,3.08944218898
269,2.73279241004
270,2.23857706983
271,4.23891323165
272,4.29537835957
273,3.79227081988
274,4.47125741936
275,4.66034900179
276,3.91902792547
277,4.04646283638
278,3.45384833165
279,4.06803449365
280,3.24595228367
281,4.22702061393
282,4.33639187016
283,3.18574365237
284,3.36747561384
285,2.80570348453
286,2.50155181368
287,2.66754849805
288,2.96439466888
289,3.25483871845
290,3.45148661257
291,3.83814073334
292,4.06427886306
293,3.61769198009
294,4.11581616745
295,3.42747872927
296,4.12223431146
297,2.68932062718
298,2.8937007258
299,2.30854646376
300,4.05913476997
301,4.20040780887
302,4.17355524929
303,3.51029522918
304,4.236038853
305,3.76318787712
306,3.89023456856
307,3.82556629783
308,2.33327479056
309,3.826443466
310,3.11849911922
311,3.39719740812
312,3.33723349461
313,3.86026677599
314,3.31748843942
315,3.22335854703
316,3.80373946496
317,2.55440459435
318,2.91453078212
319,3.44036082063
320,3.25807691593
321,3.67740660302
322,3.12136007726
323,3.87844668415
324,4.24076403829
325,3.54368731728
326,4.01333923303
327,3.66472687798
328,3.46623451577
329,3.10729397661
330,3.71724696479
331,4.58985454783
332,3.27301722414
333,2.28702508665
334,4.39655852102
335,3.7159709089
336,3.1884317566
337,3.71152894867
338,3.31048179551
339,3.49059598411
340,3.53974229958
341,3.24131749321
342,2.65459325621
343,2.70499820688
344,2.11846079462
345,3.19125238921
346,3.43915238175
347,2.30220672566
348,2.75375346584
349,2.77011549117
350,2.41833798852
351,3.63762948911
352,3.49827418702
353,3.83451595045
354,2.79398968229
355,3.46109663549
356,3.18657807376
357,3.48995383669
358,4.0773910011
359,3.29995588296
360,2.87674706681
361,3.79654266474
362,4.16670474392
363,4.0968352187
364,3.98418929114
365,4.25525356908
366,3.89369040284
367,3.66844623802
368,3.63478952408
369,2.3440776911
370,3.29738924976
371,4.78900094468
372,3.54986944626
373,3.98143899476
374,4.23192684265
375,4.05844390643
376,3.82036534477
377,4.54715799353
378,3.16678036153
379,2.69472380592
380,2.22518906347
381,3.91255793682
382,3.71867090525
383,3.5620491349
384,4.17464722343
385,3.77400689459
386,3.49579152543
387,3.2983258844
388,3.79677034559
389,2.72407519728
390,3.74828411934
391,1.74759370851
392,2.649905091
393,2.88418016463
394,2.38534534153
395,2.684657806
396,2.49184535478
397,2.89432556994
398,2.49362326478
399,2.24329370137
400,2.42036410815
401,3.5472893648
402,3.29498769637
403,3.99787754753
404,3.66686601886
405,3.46096110836
406,3.54326148343
407,3.6639242975
408,3.48327828001
409,3.50440893547
410,3.41112126082
411,3.48236664032
412,4.53655983597
413,4.05356652199
414,3.49090946631
415,4.42931477842
416,3.34590361934
417,4.22132070047
418,3.49925440278
419,4.27942575605
420,3.33099426177
421,3.57002946172
422,3.84650594905
423,3.20392737195
424,2.18317299676
425,3.50660608795
426,3.66784073346
427,3.86716041708
428,4.17528199766
429,2.95498883318
430,3.45086229629
431,3.53514599078
432,4.25041039477
433,2.98266650439
434,4.0483129914
435,3.13308386273
436,3.73830472757
437,3.08857592098
438,3.51925463439
439,3.42281523505
440,3.39865900381
441,3.8775008298
442,3.52904029495
443,3.22103729313
444,3.4376559423
445,4.39453932929
446,3.15277959269
447,3.30637990402
448,2.90094765337
449,3.48370672784
450,3.00999610722
451,4.0266053613
452,3.90303779844
453,3.68437262549
454,3.08707434227
455,3.90490910406
456,4.01152019318
457,3.47149684279
458,3.27943793994
459,4.01998888427
460,4.51293312954
461,3.82983162089
462,3.24808742319
463,4.16637554061
464,4.00653368139
465,3.20469992743
466,2.73813711613
467,3.62802162317
468,3.72523432053
469,2.48672431815
470,3.51478719025
471,4.52484517414
472,3.99220578538
473,2.43497457288
474,2.57503041687
475,2.72192484944
476,4.27414945174
477,3.2718050624
478,4.16417129371
479,2.66218923601
480,2.95704559424
481,3.39026276542
482,2.68332254932
483,3.76895906859
484,3.36601692152
485,2.23164027267
486,2.75611137368
487,2.33167387253
488,3.10146222285
489,3.11405777201
490,1.46450262442
491,3.50170623306
492,3.01538768696
493,2.76922940417
494,3.83647885435
495,4.10527923906
496,3.5743698708
497,3.9890511178
498,4.20299348682
499,2.59572513943
500,3.54694511635
501,4.32999123646
502,3.70938005278
503,3.56302211418
504,3.27409242597
505,3.71032291193
506,3.71354241289
507,3.27819847645
508,3.68289004819
509,3.7805621805
510,3.1983416439
511,4.29851692327
512,4.69953524413
513,3.73296982378
514,4.26322050891
515,3.47520383643
516,3.65431358502
517,4.63992242654
518,3.61870059747
519,4.3100439652
520,3.88064994355
521,3.27035592695
522,4.26914504768
523,4.16708594277
524,3.85285853163
525,4.12049910302
526,3.40993400624
527,3.15990222042
528,3.53437946003
529,3.50843459412
530,4.10268971022
531,3.06841001078
532,4.35487167806
533,4.28180061703
534,4.10709935931
535,4.76492446031
536,3.26346855054
537,3.21663016452
538,3.43926231561
539,3.74524289158
540,3.13880461767
541,4.26922399737
542,3.91262756655
543,4.07951735539
544,2.26908226296
545,3.72618392781
546,3.54223147451
547,2.82325453635
548,3.39660114702
549,3.32103909182
550,2.07343794849
551,3.90229911655
552,3.36701898117
553,4.04858988778
554,4.14853047541
555,3.60120084772
556,3.17632046
557,3.47927487595
558,3.62784412371
559,3.3416611031
560,3.14880995237
561,4.23350080767
562,4.30468752216
563,4.20174083806
564,2.36632960959
565,3.57761699676
566,3.58101958155
567,3.17177001082
568,3.12630270175
569,2.37897275321
570,3.0866103868
571,4.46415853038
572,4.61036121566
573,3.83438979256
574,3.66300271895
575,4.60479866314
576,3.97517701299
577,4.49999165423
578,4.19167826928
579,3.9639175472
580,3.38094927442
581,4.80227414704
582,4.47888371194
583,4.11041041547
584,3.45682873948
585,2.93318481101
586,3.27916384197
587,3.58010573829
588,4.07804802296
589,3.72738901447
590,2.38822014461
591,4.30536565869
592,3.76743508638
593,4.18312345445
594,3.86420330319
595,3.66215962511
596,4.51626963457
597,4.26987230864
598,4.2449122636
599,4.17376901119
600,4.05893232725
601,1.88895740579
602,2.97297604944
603,2.15523651105
604,3.05372753724
605,2.73987010536
606,1.80741372341
607,2.65563280038
608,2.15024486043
609,3.09868121265
610,1.93617445902
611,4.42828149483
612,2.59527587859
613,3.41648999178
614,3.22391894489
615,3.57704220972
616,3.48756745576
617,3.95339952674
618,2.45806994769
619,2.79047848626
620,2.85282475356
621,3.04679374185
622,3.56387790196
623,3.74185559454
624,3.71750665434
625,3.14387679486
626,2.85690033366
627,2.85379292159
628,3.57491372966
629,2.51923560486
630,3.52201722234
631,3.33087470564
632,4.11250620558
633,3.34501731514
634,3.09894951413
635,3.74272540318
636,3.79413849914
637,3.6428443767
638,3.78282384145
639,3.58427867474
640,3.54246315745
641,3.31088176713
642,3.80240883351
643,4.27201352611
644,4.19902307195
645,3.89652317485
646,4.21426435192
647,4.01887045977
648,3.67624323081
649,3.487911354
650,3.97517060744
651,3.704437638
652,3.53410670722
653,3.92469287378
654,3.8876636937
655,3.1519974825
656,3.62031460241
657,3.88729061765
658,3.62910657492
659,3.20780192312
660,2.5162869407
661,3.93468314297
662,4.52156438757
663,3.84319190368
664,3.9486776159
665,3.54888842379
666,3.18555739772
667,3.70509673805
668,2.34010418851
669,3.25165871749
670,2.70106457313
671,3.77559391151
672,2.74359538311
673,1.98876227312
674,3.87994913774
675,3.13462212183
676,2.26188867803
677,2.58001557397
678,2.33292785874
679,2.6599227882
680,1.79673637055
681,4.68997395354
682,4.76967624794
683,4.56782048382
684,4.25016103093
685,3.32894875219
686,3.9089237355
687,3.822816925
688,4.16185246122
689,2.94093826408
690,4.64955956027
691,4.46814650815
692,3.69458342124
693,3.97312117019
694,2.900027389
695,3.13053043832
696,3.63853670818
697,3.50449567935
698,3.40549849829
699,3.47543310789
700,2.6959344004
701,3.94625506637
702,3.65596832714
703,4.08341927705
704,2.86453857308
705,4.05118451085
706,4.28432928116
707,3.60222157201
708,3.72175847177
709,3.81433388364
710,4.09630372376
711,4.43645380146
712,3.47864841212
713,3.87833148916
714,3.40868144046
715,3.77064594478
716,3.905442869
717,2.35772431417
718,4.22530216427
719,3.52921196418
720,2.71242157679
721,4.41816685661
722,4.33616972683
723,2.23681164004
724,4.44544832948
725,3.6555103846
726,4.28367184476
727,4.18378062224
728,4.30442133648
729,3.1909633246
730,4.24934403342
731,3.77909023186
732,3.83114056285
733,3.97851902133
734,3.74474516306
735,3.77577566966
736,4.56692393051
737,3.75512024833
738,3.67476165266
739,3.3974906837
740,3.32595130453
741,3.05044407417
742,3.69950680785
743,3.89570624371
744,3.97973832544
745,3.46929491936
746,2.66552097633
747,2.47698900718
748,3.46089480828
749,3.16441417345
750,3.82215618778
751,3.64050266724
752,3.51358347421
753,4.40709671529
754,4.32852619873
755,4.02429089922
756,3.86486676341
757,3.77735686806
758,3.8310736477
759,3.60451824406
760,3.87774300994
761,3.75473882887
762,3.6779906963
763,2.56151024053
764,4.47739880825
765,4.12766519346
766,3.73094662317
767,3.76180966111
768,4.27377104964
769,4.02163934482
770,3.72463711235
771,3.44649424305
772,3.50696554219
773,3.32670976497
774,2.64519696417
775,3.42760949539
776,2.94782225838
777,2.1963230279
778,2.55419196187
779,2.77027771373
780,2.53367982742
781,4.32334253584
782,4.38502562088
783,4.46324550379
784,4.20206381945
785,4.381422035
786,3.3360969106
787,4.09411940735
788,3.95972314492
789,3.58964792387
790,3.41054291268
791,3.94708295152
792,4.40897195217
793,3.74183565981
794,4.07223266318
795,4.17832288052
796,3.9969476407
797,4.1737966541
798,3.18263747696
799,3.53833448017
800,3.2485449871
801,3.08463581102
802,3.89441542162
803,3.83088386278
804,2.97192189148
805,2.92216079265
806,3.10431588678
807,3.69067650265
808,3.01806212194
809,3.73524872537
810,2.37222714239
811,3.59987302939
812,3.56273569239
813,3.50828708792
814,3.93923841284
815,2.87805234942
816,3.05588994716
817,2.529549562
818,2.2265381867
819,2.36657536227
820,3.14039185518
821,2.79982184367
822,4.20658643773
823,4.34410463059
824,4.20363144105
825,3.73088901376
826,3.36797511399
827,4.07290301521
828,3.38437957686
829,3.21473289157
830,3.74264358548
831,4.3547132134
832,3.70367762654
833,3.59194564482
834,3.2880252053
835,3.36191319866
836,4.20388330171
837,3.83058285807
838,3.88072865046
839,3.36925911925
840,2.79216657221
841,3.15262199313
842,3.09950589666
843,3.61252017985
844,2.38849878519
845,4.27505858633
846,3.50850058844
847,3.80234274287
848,3.69544296516
849,3.30462764206
850,3.25425437207
851,3.02942119625
852,3.39761527525
853,3.31009341642
854,2.99825483241
855,3.34293225034
856,2.94974707022
857,3.34835242868
858,3.74750186936
859,3.74776182543
860,4.05377438584
861,3.05594377762
862,4.57338302603
863,4.79375051625
864,4.09684760982
865,3.59167854628
866,3.33315993872
867,3.00726021978
868,3.26489235608
869,3.21620046906
870,4.28674380994
871,2.8674200016
872,3.69234215908
873,4.41319445314
874,4.29978341217
875,3.23855079412
876,3.79507001749
877,3.94753727542
878,3.69317676593
879,3.14249841857
880,4.12862001235
881,4.39243249878
882,4.89549926845
883,4.20873382524
884,4.21965450951
885,3.9282602923
886,4.76589354688
887,3.69911339528
888,3.81430237226
889,4.02776432711
890,3.35435180377
891,3.60287042486
892,4.8674894039
893,2.63918521881
894,3.62733883435
895,4.10270282715
896,3.99654302208
897,4.78381295917
898,4.35928884143
899,3.67705719902
900,3.62085480108
901,4.23004730564
902,4.49792379677
903,4.09162941934
904,3.05539365293
905,3.35643207707
906,3.84298707515
907,4.01257071765
908,4.22966297772
909,3.26183633095
910,2.59568466781
911,3.10003471522
912,4.13014184765
913,4.10228565958
914,2.91874413617
915,3.36178637099
916,3.3821426877
917,3.03699316885
918,3.24273173277
919,2.21597604288
920,2.0911073492
921,3.02195512746
922,2.75266593669
923,1.86381293183
924,3.36783412983
925,1.72511931407
926,2.33688590239
927,2.46263671493
928,2.50949051435
929,2.10958767635
930,3.00526360629
931,2.78789395158
932,3.54769389665
933,3.60375329971
934,3.03645187538
